rewardUSD,blockNumber,blockTimestamp,txHash
"95.504538314105444593","8550262","1739924959","0x5d57ba11c5b8fa49bdb8b5b3ad92c3342f6057ed4eb70d867da5d7a784a24bb0"
"133.75145178002318057","8761356","1740008452","0x9cab5d580f4d6d6d0ef7d27cf206d8a9909555d6a50f537b5a08445e61a29313"
"194.18349167175538043","8986339","1740093049","0x5379ebc9284bf7b5ba6ea47fa6eeaaa0bf6324213dc9dc954933911a6610bd53"
"163.8324078328358391","9182157","1740158999","0x86ca99a983872118d2f28411e51fc33458de177cea3077cbd0089a74efe9d716"
"155.6448453655723831","9248433","1740184199","0xaeb5c686643a5dd6cbbf06296b42a3d3567c1036140e04f77899493a9f5e6dcb"
"130.68131952392368693","9462075","1740267644","0x3305f4fbd2a33997aa29e54ad6b9eea470a1d9c19593b1876064a2b0b09eea27"
"144.40461584844626188","9614963","1740331853","0xb289547549dc9bdd542a425ce5b3b4936dd23c73161bdf21e18576962a359d42"
"149.14820176591488255","9899180","1740432769","0xc6d4e461b9546f9c175ecbb6e4bd0eac37045d86f2a4d581daf01080d5aacee2"
"106.75845731575739489","10341740","1740589911","0xacdb5bee4c7f0657a57b3da3278d724d9e33ffceb3d327c01432390cc2e13135"
"115.79671103588672012","10545200","1740666793","0xf6d885780b759217fcd66361b540b7c6a8b42092d6b9fb9b867e04cbc9e23bb3"
"112.15188276786262039","11066060","1740868840","0x95c8b44dd0ef251c27e239215aa256e9c3828e694aab4e2a409eed8501512d1b"
"118.04641723556583442","11272443","1740953432","0xa6fab8c7d69473f7b959d408dc65a77ddf67750d2c696297be909b7d031dffe0"
"86.212387994108774959","11695272","1741122626","0x81d6c0392fab05a47d6a3d2a9d7b6169e1ea4ff7696267be9b2eeb9afc5de58a"
"85.796097760125584048","12076949","1741275622","0xddd6b0cfa84a996da54a134fad89dfedb5bc2a9c8c79754281288dbffc438fab"
"85.88913350283700181","12077356","1741275774","0xb130a985388ecb2a492cb53b0fff2ed87e38dd200fcee10c2ccd777561c2994e"
"72.914397429797988144","12289370","1741362015","0x25ee917a13b3e5b44fe2cbef14b36db7fe0b7629afcd2f20e5cd815187a1ea4e"
"60.139341228483611462","12456439","1741436286","0x3d681909b4b3d435259d4e7228972e0d39147e2ebdb12745a058c9fb9f896083"
"61.00405975455690117","12559879","1741484389","0x4dc46a9da6a189932d8953898be8038c440ce08911963240cc48a43317f6fe63"
"58.092133508521582091","12592110","1741502389","0xbdbb52022888620b08b33bb2b00df22d6e8e9f8c2f245a489f20133755eb652c"
"46.417176215581123765","12904269","1741633832","0x1e2485d81501ee1a522a886fd7c1d925d45eefe36a17d59936fa4f21cbbe77cf"
"66.479553984756739018","13169641","1741749043","0xa19e9a3b01fa60f09b52487281c738793f087b0492dd95000a44dab3b6645238"
"73.319486529813640584","13264550","1741790479","0xe3994641fa579f3bc0108aea8f7e3bf2a0b4dbdf046df0bdeb4efe7e484af26a"
"77.4177124488600932","13491947","1741884124","0x983b817e4499b6fd074ed0a1f1f643ed5da9346aba42d0685f377395a5d1b801"
"70.938198821172211318","13542765","1741902701","0x0b0252202cfa3eec5e1626f63b8ecc6377060eabcd2a40f6c3e8f4c1a98fb364"
"76.66409846466334975","13583772","1741920718","0x9dd1a874fd79c5d4a62361bb80f512e2e3047b31ac804788eebfb6c121de1df5"
"76.66409846466334975","13583772","1741920718","0x55833835be250a5ba0c8da5df4ba490988fc64f9512994f76dfa547ba0c1b356"
"81.150534748364294106","13625261","1741938735","0xcb45c93c066b55c4ae6f010d9533c764a652b8bba18a53e4ae1d1f4c345fc15e"
