type	address	name	balance	rewardAmount	rewardSymbol
ERC20	0x29219dd400f2bf60e5a23d13be72b486d4038894	USDC.e	0.000001	-	-
ERC20	0x039e2fb66102314ce7b64ce5ce3e5183bc94ad38	wS	56.213608752112070374	-	-
ERC20	0xd3DCe716f3eF535C5Ff8d041c1A41C3bd89b97aE	scUSD	9.540546	-	-
ERC20	0x6047828dc181963ba44974801ff68e538da5eaf9	USDT	45.219872	-	-
ERC20	0x80eede496655fb9047dd39d9f418d5483ed600df	frxUSD	10.02805408656832553	-	-
ERC20	0x50c42deacd8fc9773493ed674b675be577f2634b	WETH	0.000000884340333855	-	-
SwapX CL Pool	0x640429b0633851f487639bcdd8ed523ddf1bbff8	USDC.e/scUSD	0.000000010027222173	0.026979791071118157	SWPx
