name	address	deposit_time	deposit_asset0	deposit_asset1	deposit_amount0	deposit_amount1	deposit_value0	deposit_value1	deposit_value	reward_asset0	reward_asset1	reward_amount0	reward_amount1	reward_value0	reward_value1	reward_value	total_days	total_blocks	apr	type	deposit_link
silo	0xe6605932e4a686534D19005BB9dB0FBA1F101272	25/03/31 20:03:00	scUSD		5.00007		5.00007		5.00007	scUSD		0.00441100		0.00441100		0.00441100	6.868	1454624	4.69000	Swap pool	https://v2.silo.finance/markets/sonic/ptausdc14aug-scusd-46?action=deposit

