id	tick_lower	tick_upper	ticks	deposited_token0	deposited_token1	collected_token0	collected_token1	total_deposited_usd	total_profit_usd	apr_30d	apr	in_range	in_range_swaps	price_lower	price_upper	price_range	price_mid	wallet
42391	-4	-3	1	960.81236	3298.619612	0	4259.132631	4259.431972	15.525007828490468	10.93	133.04	44%	45%	0.9996	0.9997	0.0001	0.9997	0x664d8f8f2417f52cbbf5bd82ba82eefc58a87f07
39357	-4	-2	2	268.588521	424.408437	693.140742	0	692.996958	2.285717191088792	9.89	120.39	97%	96%	0.9996	0.9998	0.0002	0.9997	0x78266b7341161ad0cbfac66c7fb234f4017bd18b
41084	-4	-2	2	2945.988602	3666.340007	6613.591984	0	6612.328609	18.513795976816134	8.40	102.20	95%	97%	0.9996	0.9998	0.0002	0.9997	0x156e4293477d4371ce37eed4ba084b609e841bcc
42978	-5	-4	1	1707.028742	289.271572	0	1995.544728	1996.300314	5.570349472723164	8.37	101.85	100%	100%	0.9995	0.9996	0.0001	0.9996	0xf87e0a571bfc9fa98bc44442e0084fcbfdc7af39
42401	-4	-3	1	960.497248	2148.803476	3110.08609	0	3109.300724	8.477403334874609	8.18	99.52	53%	45%	0.9996	0.9997	0.0001	0.9997	0xa056c95d109e69667f23b0bd4c5b94a58cbb412a
43008	-5	-4	1	179963.998731	17185.726503	0	197069.548027	197149.725234	533.2563592591773	8.11	98.73	100%	100%	0.9995	0.9996	0.0001	0.9996	0x5ac37964ebcbc68efb51497031ccc355a137dcc5
43039	-5	-4	1	9003.499054	1225.979139	0	10225.481679	10229.478192999999	27.440994022046272	08.05	97.91	100%	100%	0.9995	0.9996	0.0001	0.9996	0x5ac37964ebcbc68efb51497031ccc355a137dcc5
43021	-5	-4	1	15337.654423	1996.468502	0	17327.310956	17334.122925	43.86789429659709	7.59	92.37	100%	100%	0.9995	0.9996	0.0001	0.9996	0xedeed75328937a17749c1a59772e2ec79eb51314
42408	-4	-3	1	4468.420583	9996.652983	14468.727246	0	14465.073566	31.826957845298903	6.60	80.31	64%	51%	0.9996	0.9997	0.0001	0.9997	0x1d098a8d7fa63a39e0884b720f86f9ba8cbbeef1
39231	-3	-2	1	8796.174733	12268.432649	21067.90786	0	21064.607382000002	45.75073314415342	6.52	79.28	100%	98%	0.9997	0.9998	0.0001	0.9998	0x3c948a11c4d5462ace49a505ece7112531b16725
42406	-4	-3	1	3318.181939	7423.364197	10321.326578	422.764427	10741.546136	23.12778267850733	6.46	78.59	100%	100%	0.9996	0.9997	0.0001	0.9997	0x05970c883c8d2db8287edb0c264961001cf2280a
43628	-5	-4	1	5957.398197	1936.279627	0	7891.070664	7893.677824	16.579022369302503	6.30	76.66	86%	75%	0.9995	0.9996	0.0001	0.9996	0x5957145fab56dfe5af988a4f55eda4b205922c1d
42413	-4	-3	1	153.027868	302.311206	455.449975	0	455.33907400000004	0.9496090281394274	6.26	76.12	95%	80%	0.9996	0.9997	0.0001	0.9997	0x43de6c46b54f4dd51f4ecdaaeeed11ac4d11301e
43647	-5	-4	1	91298.938026	21453.894369	0	112712.627651	112752.832395	234.927672574208	6.25	76.05	78%	69%	0.9995	0.9996	0.0001	0.9996	0x897a7f6af47881c62d7ca7e3dc5bd8a1341ad8ae
43699	-5	-4	1	992.416775	236.770864	0	1228.75073	1229.187639	2.5264905194206815	6.17	75.02	88%	76%	0.9995	0.9996	0.0001	0.9996	0x0b5dba032bce476ac1e7af9f1f66c6e7823c5ea4
39277	-3	-2	1	34.298942	50.982629	85.295341	0	85.281571	0.1679078160491153	5.91	71.86	93%	93%	0.9997	0.9998	0.0001	0.9998	0x5db447eb1b37232f1a8020f911b1ca626513de44
43741	-5	-4	1	348.765299	84.914506	0	433.526317	433.67980500000004	0.8522666380681021	5.90	71.73	81%	67%	0.9995	0.9996	0.0001	0.9996	0x470fc8505a95b2312bb58aa47a8542eae8d5fe20
40807	-4	-1	3	849.589761	500	1349.761991	0	1349.589761	2.574483208212014	5.72	69.63	57%	65%	0.9996	0.9999	0.0003	0.9998	0x5e8e79f1d05dff8bfb9ab83fb9ea0c66150e75f5
46500	-3	-2	1	1606.001061	1999.305131	1000.409867	2604.753342	3605.306192	6.8362260519308915	5.69	69.21	100%	100%	0.9997	0.9998	0.0001	0.9998	0xa8aecb79085c0a94a97da3424dc2b1b1c6c425ba
43002	-5	-4	1	45350.71139	4949.158725	0	50279.686038	50299.870115	95.0406637048625	5.67	68.97	100%	100%	0.9995	0.9996	0.0001	0.9996	0x3c948a11c4d5462ace49a505ece7112531b16725
43808	-5	-4	1	6704.995129	657.49392	0	7359.502567	7362.489049	13.619842835447738	5.55	67.52	100%	100%	0.9995	0.9996	0.0001	0.9996	0x3352cfe4b92b354c9e56382a6fc6d7462fea9ba2
45579	-3	-2	1	29.903711	27.617851	20.574886	36.9444	57.521562	0.41980186182961055	5.47	66.60	100%	100%	0.9997	0.9998	0.0001	0.9998	0x6eacd4ef40efb3663a42916149ee038b3308cdf5
53760	-3	-2	1	148.989587	349.929639	137.736457	361.180195	498.919226	0.8909283624996073	5.36	65.18	100%	100%	0.9997	0.9998	0.0001	0.9998	0xdec18efb10ab7c17155662cbb6e4ad0223863a3a
42417	-4	-3	1	543.155779	1073.103795	1398.475208	218.092253	1616.2595740000002	2.840290196728502	5.27	64.14	100%	100%	0.9996	0.9997	0.0001	0.9997	0xa6861734e12e45e3b3a1dfc3d06d1bc5d3c34589
39368	-3	-2	1	64308.278793	17174.684625	81487.935255	0	81482.963418	134.32194609422984	4.95	60.17	95%	93%	0.9997	0.9998	0.0001	0.9998	0x5ac37964ebcbc68efb51497031ccc355a137dcc5
49826	-3	-2	1	2630.597654	6651.444555	0	9281.478907	9282.042209	60.771929998694944	4.91	59.74	97%	94%	0.9997	0.9998	0.0001	0.9998	0xe4267916a97d242bc2cca784c2811484f58ab323
45115	-3	-2	1	250000	0	0	249937.510935	250000	2003.3355110039943	4.81	58.50	93%	83%	0.9997	0.9998	0.0001	0.9998	0xc50965e638cf07fb735d48d40c53c8e64c2add7c
45121	-3	-2	1	250000	0	0	249937.510935	250000	2003.3355110039943	4.81	58.50	94%	84%	0.9997	0.9998	0.0001	0.9998	0xc50965e638cf07fb735d48d40c53c8e64c2add7c
45383	-3	-2	1	147334.518023	0	0	147297.690838	147334.518023	1180.6418878085356	4.81	58.50	95%	86%	0.9997	0.9998	0.0001	0.9998	0xc50965e638cf07fb735d48d40c53c8e64c2add7c
45394	-3	-2	1	52812.260447	2896.212956	0	55695.409924	55708.473403	446.0915312398285	4.80	58.46	95%	86%	0.9997	0.9998	0.0001	0.9998	0xc50965e638cf07fb735d48d40c53c8e64c2add7c
39401	-3	-2	1	91489.002962	19331.25437	110825.888603	0	110820.257332	177.47541139981917	4.80	58.45	96%	93%	0.9997	0.9998	0.0001	0.9998	0x5ac37964ebcbc68efb51497031ccc355a137dcc5
45459	-3	-2	1	107219.319911	22556.949073	0	129750.400585	129776.268984	1032.658833895402	4.77	58.09	96%	85%	0.9997	0.9998	0.0001	0.9998	0xc50965e638cf07fb735d48d40c53c8e64c2add7c
45465	-3	-2	1	70558.092231	31515.053298	0	102056.598208	102073.145529	811.8647247478508	4.77	58.06	96%	85%	0.9997	0.9998	0.0001	0.9998	0xc50965e638cf07fb735d48d40c53c8e64c2add7c
45477	-3	-2	1	29460.60778	13698.690274	0	43152.401674	43159.298054	342.8667648806092	4.77	57.99	95%	85%	0.9997	0.9998	0.0001	0.9998	0xc50965e638cf07fb735d48d40c53c8e64c2add7c
45391	-3	-2	1	30796.717557	4161.47609	0	34950.625	34958.193647	278.09325206774685	4.77	58.07	96%	88%	0.9997	0.9998	0.0001	0.9998	0x7e9c187b0369c5d3e9e1eca56999b45a7c7ac062
45485	-3	-2	1	30005.131812	14665.587198	0	44663.711522	44670.71901	354.6311527716044	4.76	57.95	95%	85%	0.9997	0.9998	0.0001	0.9998	0xc50965e638cf07fb735d48d40c53c8e64c2add7c
45495	-3	-2	1	15002.451521	7538.835858	0	22537.788267	22541.287379	178.86261400263032	4.76	57.92	95%	85%	0.9997	0.9998	0.0001	0.9998	0xc50965e638cf07fb735d48d40c53c8e64c2add7c
45570	-3	-2	1	268050.64462	217311.210411	0	485300.839517	485361.855031	3833.098325987618	4.74	57.65	92%	76%	0.9997	0.9998	0.0001	0.9998	0xa05e21550eb86462388783047da318d2de20bbda
45576	-3	-2	1	6310.832079	5592.276442	0	11901.679311	11903.108521	93.98447930943817	4.74	57.64	96%	89%	0.9997	0.9998	0.0001	0.9998	0x60a5b234647bbc643e8fd196f7b813de773b321c
45647	-3	-2	1	3962.61608	3632.808484	0	7594.528831	7595.424564	59.6504143905645	4.71	57.33	93%	82%	0.9997	0.9998	0.0001	0.9998	0x5957145fab56dfe5af988a4f55eda4b205922c1d
39429	-3	-2	1	306858.380587	49980.807613	356853.833745	0	356839.1882	559.2153604722207	4.70	57.20	74%	70%	0.9997	0.9998	0.0001	0.9998	0xc50965e638cf07fb735d48d40c53c8e64c2add7c
45716	-3	-2	1	200.752265	189.37874	0	390.085697	390.13100499999996	3.049373677340644	4.69	57.06	96%	87%	0.9997	0.9998	0.0001	0.9998	0xf38d868aa43d4f662c0c1b18950a999828a562ef
45768	-3	-2	1	1604.562193	1620.735182	0	3224.936613	3225.297375	25.122526565862763	4.67	56.86	98%	95%	0.9997	0.9998	0.0001	0.9998	0xa056c95d109e69667f23b0bd4c5b94a58cbb412a
45858	-3	-2	1	54529.069137	58243.933859	0	112760.781012	112773.002996	873.0375021526519	4.64	56.51	96%	86%	0.9997	0.9998	0.0001	0.9998	0x897a7f6af47881c62d7ca7e3dc5bd8a1341ad8ae
45951	-3	-2	1	25647.392051	30448.587342	0	56090.264609	56095.979393	430.6396862781098	4.61	56.04	94%	83%	0.9997	0.9998	0.0001	0.9998	0x5388a7f24e86c9c9d855a98c2f5a339afa6a3acc
45965	-3	-2	1	3729.04776	4467.988716	0	8196.205988	8197.036476	62.833429199592	4.60	55.96	88%	66%	0.9997	0.9998	0.0001	0.9998	0xdf98f0e1fe7f717c579d605aad7908f634578a5d
37788	-2	-1	1	47299.028234	15067.553254	62369.354931	0	62366.581487999996	94.87245092609975	4.56	55.52	53%	56%	0.9998	0.9999	0.0001	0.9999	0x8e07b24159224a2c7f406f28da520b7a063ec9f0
38453	-2	-1	1	2842.254468	1546.382871	4388.919379	0	4388.637339	6.676155925460372	4.56	55.53	100%	97%	0.9998	0.9999	0.0001	0.9999	0xd0d0316b541afd034deeed0ae5b4229e1231d0d0
38098	-2	-1	1	2578.781344	1241.017834	3820.027229	0	3819.799178	5.810791954330594	4.56	55.52	67%	67%	0.9998	0.9999	0.0001	0.9999	0x05970c883c8d2db8287edb0c264961001cf2280a
38131	-2	-1	1	4.649803	2.460138	7.11039	0	7.109941000000001	0.010815890783528088	4.56	55.53	60%	63%	0.9998	0.9999	0.0001	0.9999	0x1b4e9062d9395ecf9726e0808e7559f860ade6fa
47263	-3	-2	1	87.159559	124.133815	0	211.274147	211.293374	1.5859204632781565	4.50	54.79	95%	83%	0.9997	0.9998	0.0001	0.9998	0xa2d8f64ca3c14a5801cdf2a8fee51a82d0a3741d
39235	-3	-2	1	14871.010144	10380.352154	25254.148057	0	25251.362298	36.2070167793497	4.30	52.34	79%	73%	0.9997	0.9998	0.0001	0.9998	0x3352cfe4b92b354c9e56382a6fc6d7462fea9ba2
48620	-3	-2	1	516.245699	999.669033	12.424135	1503.38123	1515.914732	10.849063962233439	4.29	52.24	90%	71%	0.9997	0.9998	0.0001	0.9998	0xaef41f0ed3d13516adc878a9a9c183580c230457
43395	-5	-3	2	5016.281188	368.303657	0	5382.613143	5384.584845	7.701272032224189	4.29	52.20	100%	100%	0.9995	0.9997	0.0002	0.9996	0xa8cc3f0f9630864b4482ff3e1dbda71a0aaec577
41345	-3	-2	1	451.072949	46.5818	0	497.544111	497.654749	4.266624297045983	4.29	52.16	84%	71%	0.9997	0.9998	0.0001	0.9998	0x3756c2a65e70d7c556bb716fbf7bd52278a2887e
38560	-3	-1	2	49641.372264	101798.124318	144697.503823	6763.688595	151439.496582	215.95826829325276	4.28	52.05	100%	100%	0.9997	0.9999	0.0002	0.9998	0xaaf66ffeb4006b20f38422221093559645554f20
39248	-4	1	5	20790.323354	10177.62168	30971.180107	0	30967.945034	43.80002981483151	4.24	51.62	86%	86%	0.9996	1.2001	0.0005	0.9999	0x81db2dfd33b24419f0f715e331f678411eb1ec30
45651	-3	-2	1	10010.258512	9331.744136	5934.781432	13406.238321	19342.002648	81.65658053932451	4.22	51.36	99%	100%	0.9997	0.9998	0.0001	0.9998	0x23777a214af90185fa59fe692daff609dd02ab90
38595	-3	-1	2	21055.823601	26889.724044	45810.140326	2141.332887	47945.547645	66.35007378597258	4.15	50.51	100%	100%	0.9997	0.9999	0.0002	0.9998	0xaaf66ffeb4006b20f38422221093559645554f20
51258	-3	-2	1	9310.633322	24303.716045	0	33612.358629	33614.349367	185.53560607929526	4.14	50.37	96%	91%	0.9997	0.9998	0.0001	0.9998	0x1d098a8d7fa63a39e0884b720f86f9ba8cbbeef1
39388	-3	-2	1	69999.999997	15432.734317	0	85415.869573	85432.734314	823.1269173454664	4.13	50.24	80%	62%	0.9997	0.9998	0.0001	0.9998	0x51ba05662a3b00731d451014540049b08a4e9ea5
52043	-3	-2	1	5.648286	14.16499	5.973764	13.839585	19.813276	0.026977096613035996	04.08	49.70	98%	100%	0.9997	0.9998	0.0001	0.9998	0x75fffb5b8afed497b2146a0fe7be6ef4f9a1cc2d
43557	-5	-3	2	22926.73038	1547.261971	0	24464.96889	24473.992351	32.74215906683373	04.01	48.83	100%	100%	0.9995	0.9997	0.0002	0.9996	0xfef45b3e915f953ce386dc1db9a18b7680a9ee72
49774	-3	-2	1	56.932592	143.953592	0	200.873991	200.886184	1.3219886853233607	3.95	48.04	80%	41%	0.9997	0.9998	0.0001	0.9998	0xb7b6654268d045b8e0393ec754de2bb6e4ff339b
42456	-4	-3	1	7054.84502	2920.475157	9976.445757	0	9975.320177	13.007945218294001	3.91	47.60	21%	30%	0.9996	0.9997	0.0001	0.9997	0x788b8b3e7063d17fb0c6dfdbf26d45b82f51c82c
40278	-3	-2	1	23305.803905	2668.959837	0	25969.058039	25974.763742	235.5049695594118	3.89	47.28	80%	63%	0.9997	0.9998	0.0001	0.9998	0xb9c44251e341d45b07aff34f376ba3e092c1c174
42502	-5	-1	4	40859.227736	17654.866688	20882.741954	37625.140786	58514.094423999995	73.56396759919414	3.77	45.89	100%	100%	0.9995	0.9999	0.0004	0.9997	0x7824f6bf5638f5fd2f110e7c84eaca04f2cdeb32
45513	-3	-2	1	142967.284623	89288.197202	81664.379445	150575.907878	232255.48182500002	1454.3479511237788	3.76	45.71	99%	100%	0.9997	0.9998	0.0001	0.9998	0xdb0e979228649de327d698b02c47e065c0a0af50
47289	-3	-2	1	280.960686	495.050157	0	775.949575	776.010843	5.82280236330983	3.75	45.65	74%	40%	0.9997	0.9998	0.0001	0.9998	0xa764fbda4ff2812d1021df393138d44319eac877
60380	-3	-2	1	14531.151965	39986.468552	0	54514.521148	54517.620516999996	67.59822178370112	3.72	45.26	96%	78%	0.9997	0.9998	0.0001	0.9998	0x8ad7b990951e55130968f23d4ab5e219ad10dbcd
41363	-3	-2	1	10191.296181	999.609044	0	11188.40336	11190.905225	95.84442949559288	3.67	44.66	68%	34%	0.9997	0.9998	0.0001	0.9998	0xc125fa384407c574522a18c17440d437d6767bba
55536	-3	-2	1	202.057444	499.819146	0	701.833276	701.87659	1.7093657748422757	3.65	44.45	98%	88%	0.9997	0.9998	0.0001	0.9998	0x186b12ceaf08fde22e32647fcc800e45876f5bd0
53574	-3	-2	1	93.665457	216.997372	0	310.642686	310.662829	1.1211267715816027	3.61	43.91	79%	50%	0.9997	0.9998	0.0001	0.9998	0x9a6940e51f181850a4aecaeb077e7e21251029cf
39344	-3	-2	1	4589.09247	1442.814268	5461.498973	570.654845	6031.906738	7.203242292008979	3.58	43.59	100%	100%	0.9997	0.9998	0.0001	0.9998	0xcbcc3d5389906c1f03535f539a93267e30cf9823
39396	-3	-2	1	6592.895935	1123.4044	7716.628737	0	7716.300335	9.110656594628454	3.54	43.10	80%	76%	0.9997	0.9998	0.0001	0.9998	0x5957145fab56dfe5af988a4f55eda4b205922c1d
42393	-4	-2	2	8	5.123033	1.888936	11.232413	13.123033	0.060396531205897	3.45	42.00	88%	79%	0.9996	0.9998	0.0002	0.9997	0x487ea6e821f5ad0ee25f25b53e1ba2ae879a8446
72613	1	2	1	155.957099	11671.343588	11825.557898	0	11827.300686999999	12.885837953342119	3.27	39.77	98%	100%	1.2001	1.2002	0.0001	1.2002	0xf87e0a571bfc9fa98bc44442e0084fcbfdc7af39
66399	3	4	1	6252.026889	5612.08966	0	11866.45292	11864.116548999998	12.807551757369623	3.24	39.40	100%	100%	1.2003	1.2004	0.0001	1.2004	0xf87e0a571bfc9fa98bc44442e0084fcbfdc7af39
38733	-3	-1	2	7262.483916	7708.991985	14113.43444	859.704314	14971.475901	16.07454050616835	3.22	39.19	100%	100%	0.9997	0.9999	0.0002	0.9998	0xedeed75328937a17749c1a59772e2ec79eb51314
42432	-4	-3	1	54582.054078	2596.949948	0	57160.014948	57179.004026	122.26538936315127	3.21	39.02	62%	62%	0.9996	0.9997	0.0001	0.9997	0xab03d72b3d135bfa0b48bd544bc981dc2d66b9dd
66396	3	4	1	104953.687184	194955.888444	0	299949.498577	299909.575628	319.5139300653924	3.20	38.89	100%	100%	1.2003	1.2004	0.0001	1.2004	0x5ac37964ebcbc68efb51497031ccc355a137dcc5
54236	-3	-2	1	3141.049716	6847.504764	2695.959846	7292.492628	9988.55448	10.62340535630517	3.19	38.82	100%	100%	0.9997	0.9998	0.0001	0.9998	0xedeed75328937a17749c1a59772e2ec79eb51314
40330	-3	-2	1	175.425238	19.992206	0	195.374492	195.41744400000002	1.8649340788972169	3.18	38.70	64%	42%	0.9997	0.9998	0.0001	0.9998	0x8d8e77cc22362189ad881c27d22332330fd42f68
42439	-4	-3	1	20005.778055	4846.421086	0	24845.393739	24852.199140999997	52.45304331675366	3.17	38.52	62%	62%	0.9996	0.9997	0.0001	0.9997	0xab03d72b3d135bfa0b48bd544bc981dc2d66b9dd
45420	-3	-2	1	3069.730129	1510.874661	54.469257	4525.407297	4580.60479	24.169821691114745	3.17	38.52	98%	99%	0.9997	0.9998	0.0001	0.9998	0xed101f7b40cdf28566cc275f6d42e467d5edd0ef
52173	-3	-2	1	651.700664	1713.044444	601.411499	1763.322214	2364.745108	7.501413458300451	3.17	38.59	100%	100%	0.9997	0.9998	0.0001	0.9998	0x2a0b988f31b632d066e7a878cc3194699e8023f1
41673	-3	-2	1	53.375448	5.073308	32.161801	26.28116	58.448755999999996	0.49476814685579357	3.17	38.62	70%	45%	0.9997	0.9998	0.0001	0.9998	0xf7f719b92274969c088f027c4e187508f9da2220
72699	1	2	1	29016.634279	20457.250303	49471.416212	0	49473.884582	51.96571120415884	3.15	38.34	99%	100%	1.2001	1.2002	0.0001	1.2002	0x3a81cce57848c2b84d575805b75dbc7dc1f99ab1
38682	-3	0	3	4717.838695	2471.122069	7189.574718	0	7188.960764	7.535681323239103	3.14	38.26	85%	84%	0.9997	1.2000	0.0003	0.9999	0x2a316590dd0f9df1a54a2a20b5480127f8e540be
43949	-5	-3	2	2942.810767	133.677082	0	3075.323804	3076.487849	3.2205303631138658	3.14	38.21	100%	100%	0.9995	0.9997	0.0002	0.9996	0xa056c95d109e69667f23b0bd4c5b94a58cbb412a
42444	-4	-3	1	14853.460641	7437.068568	0	22285.579416	22290.529209	46.48772929083643	3.13	38.06	62%	62%	0.9996	0.9997	0.0001	0.9997	0xab03d72b3d135bfa0b48bd544bc981dc2d66b9dd
61146	-3	-2	1	1428.173396	4155.062224	0	5582.931587	5583.23562	5.833161214870057	3.13	38.13	89%	66%	0.9997	0.9998	0.0001	0.9998	0x4d9bf58c49365846f0fce115e0069a65a3c35ec9
72751	1	2	1	11346.848914	8025.572642	19371.452878	0	19372.421556	20.062243400524487	3.11	37.80	96%	93%	1.2001	1.2002	0.0001	1.2002	0x3352cfe4b92b354c9e56382a6fc6d7462fea9ba2
45930	-3	-2	1	13137.919365	19869.399941	10882.184281	22124.591892	33007.319306	135.81405175522036	03.09	37.55	100%	100%	0.9997	0.9998	0.0001	0.9998	0xedfa73bbfa04473981a2f62446166e870e2fb9fc
45499	-3	-2	1	19085.556281	10059.68379	8246.75592	20895.808668	29145.240071	58.27748933506289	3.00	36.49	100%	100%	0.9997	0.9998	0.0001	0.9998	0xdeaf42d4a2cc1dc14505ce4e4f59629aec253d75
72802	1	2	1	1674.595591	230.601873	1905.17261	0	1905.197464	1.9075616607033958	3.00	36.55	95%	92%	1.2001	1.2002	0.0001	1.2002	0xa71475e2141395767d64a7a7cdf38c15906250fb
40377	-3	-2	1	5431.307536	626.257058	6057.74925	0	6057.564594	6.041007741680947	2.99	36.40	63%	65%	0.9997	0.9998	0.0001	0.9998	0x2a0b988f31b632d066e7a878cc3194699e8023f1
45927	-3	-2	1	4913.679002	7766.645809	1201.985436	11477.514341	12680.324810999999	63.0565929452368	2.98	36.30	95%	85%	0.9997	0.9998	0.0001	0.9998	0x1cda6af915399fd20d6b253b8cfdbd9feda73baf
61387	-3	-2	1	11463.349528	25419.654978	0	36880.534111	36883.004506	36.66814735682219	2.98	36.29	100%	85%	0.9997	0.9998	0.0001	0.9998	0x090d869dbb9215bdb18d61ebb1cbda8434e6f4cd
53918	-3	-2	1	25640.378588	59988.23661	0	85623.103834	85628.615198	253.83774540180914	2.96	36.07	99%	98%	0.9997	0.9998	0.0001	0.9998	0xe000b8ed0e86cdf9b136b92fe47fe6d3d6d5e1be
44251	-5	-4	1	28661.487654	1418.360867	0	30067.021967	30079.848521	29.605306836648705	2.95	35.92	89%	80%	0.9995	0.9996	0.0001	0.9996	0xdeaf42d4a2cc1dc14505ce4e4f59629aec253d75
66438	3	4	1	5.358026	10.002601	0	15.362676	15.360627000000001	0.015099411609924243	2.95	35.88	72%	56%	1.2003	1.2004	0.0001	1.2004	0x597bead1c77e8774b86d1f2ebc9bc9abc94d214b
56954	-3	-2	1	6332.020548	17309.179555	2113.175518	21527.13909	23641.200103	46.019626018887294	2.92	35.53	71%	45%	0.9997	0.9998	0.0001	0.9998	0x0665eecff6d58534e9fc207541a205d79d3dfb33
61420	-3	-2	1	4573.729839	10073.770703	1501.12371	13145.698712	14647.500542	14.256873320713304	2.92	35.53	100%	100%	0.9997	0.9998	0.0001	0.9998	0x090d869dbb9215bdb18d61ebb1cbda8434e6f4cd
73109	1	2	1	2048.230914	711.049711	2759.200367	0	2759.2806250000003	2.6688848137797807	2.90	35.30	89%	80%	1.2001	1.2002	0.0001	1.2002	0xa8aecb79085c0a94a97da3424dc2b1b1c6c425ba
66450	3	4	1	1112.701201	2099.546537	0	3212.673602	3212.247738	3.098612967115649	2.89	35.21	69%	57%	1.2003	1.2004	0.0001	1.2004	0xa056c95d109e69667f23b0bd4c5b94a58cbb412a
73127	1	2	1	610.338766	255.005804	865.315314	0	865.34457	0.8327364413463763	2.89	35.12	66%	55%	1.2001	1.2002	0.0001	1.2002	0x0e5dcec05495e0ddfaf358b269602f44496cd6c4
38485	-2	-1	1	18794.591826	9997.309577	28793.727355	0	28791.901403	27.607618182840927	2.88	35.00	12%	21%	0.9998	0.9999	0.0001	0.9999	0x1d098a8d7fa63a39e0884b720f86f9ba8cbbeef1
44294	-5	-4	1	33340.152588	1658.443656	0	34983.676289	34998.596244	33.320519567315344	2.86	34.75	100%	100%	0.9995	0.9996	0.0001	0.9996	0x7e9c187b0369c5d3e9e1eca56999b45a7c7ac062
73225	1	2	1	2206.394547	1625.068958	3831.266559	0	3831.4635049999997	3.623421831609274	2.84	34.52	83%	78%	1.2001	1.2002	0.0001	1.2002	0x99b6a44fa3d3e0d3f33464ffac5710f31c3db580
43792	-5	-4	1	23432.119691	2964.513551	0	26386.223255	26396.633242	49.523775579852945	2.81	34.24	27%	37%	0.9995	0.9996	0.0001	0.9996	0x1d098a8d7fa63a39e0884b720f86f9ba8cbbeef1
72715	1	2	1	20473.729773	14500.151936	34972.131324	0	34973.881709	32.68590336471809	2.80	34.11	98%	98%	1.2001	1.2002	0.0001	1.2002	0x7e9c187b0369c5d3e9e1eca56999b45a7c7ac062
42431	-4	-3	1	22704.513931	3582.083051	26287.997161	0	26286.596982000003	24.539178662041458	2.80	34.07	68%	96%	0.9996	0.9997	0.0001	0.9997	0x3c948a11c4d5462ace49a505ece7112531b16725
61556	-3	-2	1	2999.838075	6040.18018	974.797043	8064.771763	9040.018255	8.428938737430942	2.80	34.03	100%	100%	0.9997	0.9998	0.0001	0.9998	0x090d869dbb9215bdb18d61ebb1cbda8434e6f4cd
66472	3	4	1	1622.289181	2986.245187	0	4609.154809	4608.5343680000005	4.307705612790765	2.80	34.12	66%	67%	1.2003	1.2004	0.0001	1.2004	0x6b73f63cf407beb818d011b0f1ea144ffa56fb7b
53396	-3	-2	1	51525.105823	114958.437167	0	166472.442525	166483.54299	618.3306711570538	2.79	33.89	65%	31%	0.9997	0.9998	0.0001	0.9998	0xca2cebc209bcde7e178cbcddf7f3bbbe1a26fbc7
73338	1	2	1	5495.967311	4462.525373	9957.946446	0	9958.492684	9.25299927427946	2.79	33.91	63%	49%	1.2001	1.2002	0.0001	1.2002	0xaccccebfc56a22d59fa394897ba929bdb789b4bb
45411	-3	-2	1	28843.337328	31283.590092	0	60120.194955	60126.92742	276.85406292762127	2.76	33.61	91%	75%	0.9997	0.9998	0.0001	0.9998	0x788b8b3e7063d17fb0c6dfdbf26d45b82f51c82c
42556	-4	-3	1	175319.634102	26633.885222	201963.998733	0	201953.51932400002	186.1125862807347	2.76	33.64	89%	94%	0.9996	0.9997	0.0001	0.9997	0x5ac37964ebcbc68efb51497031ccc355a137dcc5
42422	-5	-2	3	286.992439	357.403926	60.276628	584.056081	644.3963650000001	2.3336534123004773	2.72	33.05	100%	100%	0.9995	0.9998	0.0003	0.9997	0x5e8e79f1d05dff8bfb9ab83fb9ea0c66150e75f5
38573	-2	-1	1	14696.660069	5845.200862	20542.946845	0	20541.860931	18.589887128858916	2.71	33.03	12%	19%	0.9998	0.9999	0.0001	0.9999	0xe4267916a97d242bc2cca784c2811484f58ab323
73517	1	2	1	11257.798091	7722.665161	18979.533993	0	18980.463252	17.079148464785703	2.70	32.84	64%	48%	1.2001	1.2002	0.0001	1.2002	0x8129b399b9eb9ab34753fc92df406ecfe1677f85
42573	-4	-3	1	1270.106912	161.361961	1431.532517	0	1431.468873	1.2754169279087424	2.67	32.52	27%	24%	0.9996	0.9997	0.0001	0.9997	0x504a16725207bddf5a4fbf5e603e2f639d3ad466
73604	1	2	1	48425.75539	21666.478216	70089.732386	0	70092.233606	62.03618004548968	2.66	32.30	100%	98%	1.2001	1.2002	0.0001	1.2002	0x788b8b3e7063d17fb0c6dfdbf26d45b82f51c82c
44150	-5	-3	2	4906.671229	116.199285	0	5020.919687	5022.870513999999	4.420443527877626	2.64	32.12	100%	100%	0.9995	0.9997	0.0002	0.9996	0x81e5cd02af0b76b6a3b5c1cc2ba7657eb8183850
39335	-3	-2	1	14384.595971	9996.42871	24383.818897	0	24381.024681000003	42.54239160076385	2.62	31.84	62%	65%	0.9997	0.9998	0.0001	0.9998	0xc50965e638cf07fb735d48d40c53c8e64c2add7c
44191	-5	-2	3	18745.857759	291.687092	1977.889757	17053.564937	19037.544851	16.454688297356384	2.59	31.55	100%	100%	0.9995	0.9998	0.0003	0.9997	0xf76e0176494608dc2fd1592917dab33b6d2e3ed9
